label,borough,station_id,modern_station_name,match_score
91 St. (Closed 2/2/59),Manhattan,-1,CLOSED,1.0000
91 St. (Closed 2/59),Manhattan,-1,CLOSED,1.0000
91st Street,Manhattan,D22,GRAND STREET,0.7667
92 St.,,233,HOYT STREET,0.7000
92 St.,Manhattan,D22,GRAND STREET,0.7667
92nd Street,Queens,H10,BEACH 25TH STREET,0.7667
93 St.,,233,HOYT STREET,0.7000
93 St.,Brooklyn,233,HOYT STREET,0.8000
93d Street,Manhattan,D22,GRAND STREET,0.7667
95 St.,Brooklyn,R45,95TH STREET-BAY RIDGE,0.8929
95th Street,Brooklyn,R45,95TH STREET-BAY RIDGE,0.8929
95th Street (from 10/31/25),Brooklyn,R45,95TH STREET-BAY RIDGE,0.8929
96 St.,Manhattan,Q05,96TH STREET-2AV,1.0682
96th Street,Manhattan,Q05,96TH STREET-2AV,1.0682
"96th Street (from Sept. 10, 1932)",Manhattan,Q05,96TH STREET-2AV,1.0682
99 St.,,233,HOYT STREET,0.7000
99 St.,Brooklyn,233,HOYT STREET,0.8000
99 St.,Manhattan,D22,GRAND STREET,0.7667
99th Street,Manhattan,D22,GRAND STREET,0.7667
99th Street,Queens,H13,BEACH 98TH STREET,0.7667
9th Avenue,Brooklyn,B12,9TH AVENUE,1.2500
9th Street,Brooklyn,R33,9TH STREET,1.2500
9th Street,Queens,R33,9TH STREET,1.1500
Adams St./Bklyn Bridge (Closed 3/5/44),Brooklyn,-1,CLOSED,1.0000
Adams Street,Manhattan,D22,GRAND STREET,0.8500
Adj. with Third Ave. El - Cr.,Queens,H02,AQUEDUCT-NORTH CONDUIT AVENUE,0.6283
Alabama Ave.,Brooklyn,J24,ALABAMA AVENUE,1.1000
Alabama Avenue,Brooklyn,J24,ALABAMA AVENUE,1.1000
Albertus Avenue,Queens,A52,LIBERTY AVENUE,0.8276
Alburts Avenue (from 4/8/23),Queens,G13,ELMHURST AVENUE,0.8586
Allerton Ave.,Bronx,210,ALLERTON AVENUE,1.1000
Allerton Avenue,Bronx,210,ALLERTON AVENUE,1.1000
Anderson Ave./Jerome Ave.,Bronx,401,WOODLAWN-JEROME AVENUE,0.7275
Anderson and Jerome Ave.,Bronx,401,WOODLAWN-JEROME AVENUE,0.7667
Anderson and Jerome Aves.,Bronx,401,WOODLAWN-JEROME AVENUE,0.7531
Aqueduct Racetrack (Opened 9/14/59),Queens,H01,AQUEDUCT RACETRACK,1.1000
Aqueduct/North Conduit Ave.,Queens,H02,AQUEDUCT-NORTH CONDUIT AVENUE,1.1000
Astor Place,Brooklyn,S03,PARK PLACE,0.8619
Astor Place,Manhattan,228,PARK PLACE,0.8619
Astoria Blvd.,Queens,R03,ASTORIA BOULEVARD,1.1000
Atlantic Ave.,Brooklyn,235,ATLANTIC AVENUE,1.1000
Atlantic Ave./5 Av. El (Closed 5/31/40),Brooklyn,-1,CLOSED,1.0000
Atlantic Ave./Pacific St.,Brooklyn,D24,ATLANTIC AVENUE-BARCLAYS CENTER,0.7885
Atlantic Avenue,Brooklyn,235,ATLANTIC AVENUE,1.1000
Atlantic Avenue,Manhattan,235,ATLANTIC AVENUE,1.0000
Atlantic Avenue (from 8/1/20),Manhattan,235,ATLANTIC AVENUE,1.0000
Ave. H,Brooklyn,D32,AVENUE H,1.1000
Ave. I,Brooklyn,F31,AVENUE I,1.1000
Ave. J,Brooklyn,D33,AVENUE J,1.1000
Ave. M,Brooklyn,D34,AVENUE M,1.1000
Ave. N,Brooklyn,F33,AVENUE N,1.1000
Ave. P,Brooklyn,F34,AVENUE P,1.1000
Ave. U,Brooklyn,D37,AVENUE U,1.1000
Ave. X,Brooklyn,F38,AVENUE X,1.1000
Avenue F,Brooklyn,D37,AVENUE U,0.9750
Avenue H,Brooklyn,D32,AVENUE H,1.1000
Avenue I,Brooklyn,F31,AVENUE I,1.1000
Avenue J,Brooklyn,D33,AVENUE J,1.1000
Avenue L,Brooklyn,D37,AVENUE U,0.9750
Avenue M,Brooklyn,D34,AVENUE M,1.1000
Avenue N,Brooklyn,F33,AVENUE N,1.1000
Avenue P,Brooklyn,F34,AVENUE P,1.1000
Avenue U,Brooklyn,D37,AVENUE U,1.1000
Avenue U (also Avenue T),Brooklyn,D37,AVENUE U,1.1000
Avenue X,Brooklyn,F38,AVENUE X,1.1000
Barclay St./6 Av. El (Closed 6/11/40),Manhattan,-1,CLOSED,1.0000
Barclay Street,Bronx,231,CLARK STREET,0.7692
Battery Pl./6 Av. El (Closed 6/11/40),Manhattan,-1,CLOSED,1.0000
Battery Place,Bronx,228,PARK PLACE,0.6957
Bay 50 St.,Brooklyn,B23,BAY 50TH STREET,1.1000
Bay 50th Street,Brooklyn,B23,BAY 50TH STREET,1.1000
Bay Parkway,Brooklyn,B21,BAY PARKWAY,1.1000
Bay Pkwy.,Brooklyn,B21,BAY PARKWAY,1.1000
Bay Pkwy./22 Ave.,Brooklyn,B21,BAY PARKWAY,0.7875
Bay Ridge Ave.,Brooklyn,R42,BAY RIDGE AVENUE,1.1000
Bay Ridge Avenue,Brooklyn,R42,BAY RIDGE AVENUE,1.1000
Baychester Ave.,Bronx,502,BAYCHESTER AVENUE,1.1000
Beach 105 St.,Queens,H14,BEACH 105TH STREET,1.1000
Beach 25 St.,Queens,H10,BEACH 25TH STREET,1.1000
Beach 36 St.,Queens,H09,BEACH 36TH STREET,1.1000
Beach 44 St.,Queens,H08,BEACH 44TH STREET,1.1000
Beach 60 St.,Queens,H07,BEACH 60TH STREET,1.1000
Beach 67 St.,Queens,H06,BEACH 67TH STREET,1.1000
Beach 90 St.,Queens,H12,BEACH 90TH STREET,1.1000
Beach 98 St.,Queens,H13,BEACH 98TH STREET,1.1000
Bedford Ave.,Brooklyn,L08,BEDFORD AVENUE,1.1000
Bedford Avenue,Brooklyn,L08,BEDFORD AVENUE,1.1000
Bedford Avenue (from 6/30/24),Brooklyn,L08,BEDFORD AVENUE,1.1000
Bedford Park Blvd,Bronx,405,BEDFORD PARK BOULEVARD,1.1000
Bedford Park Blvd.,Bronx,405,BEDFORD PARK BOULEVARD,1.1000
Bedford Park Blvd.—200th Street,Bronx,405,BEDFORD PARK BOULEVARD,0.9000
"Bedford Park Boulevard (from July 1, 1933)",Bronx,405,BEDFORD PARK BOULEVARD,1.1000
"Bedford-Nostrand Avenues (from July 1, 1937)",Brooklyn,G33,BEDFORD-NOSTRAND AVENUES,1.1000
Bedford/Nostrand Aves.,Brooklyn,G33,BEDFORD-NOSTRAND AVENUES,1.1000
Beebe Avenue,Queens,M06,SENECA AVENUE,0.8200
Beebe Avenue (from 4/8/23),Queens,M06,SENECA AVENUE,0.8200
Bergen St.,Brooklyn,236,BERGEN STREET,1.1000
Bergen Street,Brooklyn,236,BERGEN STREET,1.1000
"Bergen Street (from March 20, 1933)",Brooklyn,236,BERGEN STREET,1.1000
Beverley Rd.,Brooklyn,D29,BEVERLEY ROAD,1.1000
Beverly Rd.,Brooklyn,245,BEVERLY ROAD,1.1000
Beverly Road,Brooklyn,245,BEVERLY ROAD,1.1000
Beverly Road (from 8/25/80),Brooklyn,245,BEVERLY ROAD,1.1000
Bleecker St.,Manhattan,637,BLEECKER STREET-LEXINGTON,0.8500
Bleecker Street,Brooklyn,236,BERGEN STREET,0.8143
Bleecker Street,Manhattan,637,BLEECKER STREET-LEXINGTON,0.8500
Bleecker Street (to 12/4/38),Manhattan,637,BLEECKER STREET-LEXINGTON,0.8500
Bleeker,Manhattan,M19,BOWERY,0.5615
Bliss Street,Queens,L19,HALSEY STREET,0.8200
Bliss Street (from 4/8/23),Queens,L19,HALSEY STREET,0.8200
Boerum Pl./Fulton El (Closed 5/31/40),Brooklyn,-1,CLOSED,1.0000
Boerum Place,Brooklyn,S03,PARK PLACE,0.7364
Borough Hall,Brooklyn,232,BOROUGH HALL,1.1000
Botanic Garden,Brooklyn,S04,BOTANIC GARDEN,1.1000
Botanic Garden (Eastern Parkway),Brooklyn,S04,BOTANIC GARDEN,1.1000
Bowery,Manhattan,M19,BOWERY,1.1000
Bowling Green,Manhattan,420,BOWLING GREEN,1.1000
Boyd Ave. (88th Street),Brooklyn,L08,BEDFORD AVENUE,0.9000
Boyd Street,Brooklyn,233,HOYT STREET,0.9182
"Briarwood (from April 24, 1937)",Manhattan,F05,VAN WYCK BOULEVARD-BRIARWOOD,0.4865
Bridge Street,Manhattan,M23,BROAD STREET,0.9000
Bridge/Jay Sts. (Closed 10/3/69),Brooklyn,-1,CLOSED,1.0000
Brighton Beach,Brooklyn,D40,BRIGHTON BEACH,1.1000
Broad Channel,Queens,H04,BROAD CHANNEL,1.1000
Broad St.,Manhattan,M23,BROAD STREET,1.1000
Broad St./Broadway,Manhattan,126,50TH STREET-BWAY,0.9205
Broad Street,Manhattan,M23,BROAD STREET,1.1000
Broadway,Brooklyn,R05,BROADWAY,1.0000
Broadway,Queens,R05,BROADWAY,1.1000
Broadway (from 4/8/23),Queens,R05,BROADWAY,1.1000
"Broadway (from July 1, 1937)",Brooklyn,R05,BROADWAY,1.0000
Broadway Avenue (from 4/8/23),Brooklyn,253,ROCKAWAY AVENUE,0.9667
Broadway Junction,Brooklyn,A51,BROADWAY JUNCTION,1.1000
"Broadway, Astoria",Queens,R05,BROADWAY,0.7667
"Broadway-Lafayette Street (from January 1, 1936)",Manhattan,D21,BROADWAY-LAFAYETTE STREET,1.1000
Bronx Park,Bronx,212,BRONX PARK EAST,0.9000
Bronx Park East,Bronx,212,BRONX PARK EAST,1.1000
Bronx Park terminal (Closed 11/15/51),Bronx,-1,CLOSED,1.0000
Brook Ave.,Bronx,618,BROOK AVENUE,1.1000
Brook Avenue,Bronx,618,BROOK AVENUE,1.1000
Brooklyn Bridge,Brooklyn,640,BROOKLYN BRIDGE,1.0000
Broome Street,Queens,M23,BROAD STREET,0.8000
Buhre Ave.,Bronx,602,BUHRE AVENUE,1.1000
Buhre Ave. (from 12/13/80),Bronx,602,BUHRE AVENUE,1.1000
Buhre Avenue,Bronx,602,BUHRE AVENUE,1.1000
Burke Ave.,Bronx,209,BURKE AVENUE,1.1000
Burke Avenue,Bronx,209,BURKE AVENUE,1.1000
Burnside Ave.,Bronx,409,BURNSIDE AVENUE,1.1000
Burnside Avenue,Bronx,409,BURNSIDE AVENUE,1.1000
Bushwick Ave.,Brooklyn,250,UTICA AVENUE,0.8407
Bushwick Avenue (from 7/11/26),Brooklyn,250,UTICA AVENUE,0.8407
Bushwick Avenue-Aberdeen Street,Brooklyn,L21,BUSHWICK AVENUE-ABERDEEN ST,1.1000
Bway-Lafayette St./Bleecker St.,Manhattan,D21,BROADWAY-LAFAYETTE STREET,0.8576
Canal St./2 Av. El (Closed 6/13/42),Manhattan,-1,CLOSED,1.0000
Canal St./3 Av. El (Closed 5/11/55),Manhattan,-1,CLOSED,1.0000
Canal St./Broadway,Manhattan,126,50TH STREET-BWAY,0.9205
Canal Street,Bronx,R23,CANAL STREET (TUNNEL),1.0000
Canal Street,Manhattan,R23,CANAL STREET (TUNNEL),1.1000
Canal Street,Queens,R23,CANAL STREET (TUNNEL),1.0000
"Canal Street (from Sept. 10, 1932)",Manhattan,R23,CANAL STREET (TUNNEL),1.1000
Canal/Church Sts.,Manhattan,R23,CANAL STREET (TUNNEL),0.8500
Canal/Varick Sts.,Manhattan,R23,CANAL STREET (TUNNEL),0.8500
Canarsie Terminal,Brooklyn,D27,PARKSIDE AVENUE,0.6000
Carroll St.,Brooklyn,F21,CARROLL STREET,1.1000
Castle Hill Ave.,Bronx,607,CASTLE HILL AVENUE,1.1000
Castle Hill Ave. (from 10/24/80),Bronx,607,CASTLE HILL AVENUE,1.1000
Castle Hill Avenue,Bronx,607,CASTLE HILL AVENUE,1.1000
Cath. P'kway (110th Street),Manhattan,D41,OCEAN PARKWAY,0.6957
Cathedral Parkway (110th St.),Manhattan,A17,110TH STREET-CATHEDRAL PKWY,0.8556
Cathedral Pkwy.,Manhattan,A17,110TH STREET-CATHEDRAL PKWY,0.8556
Central (Lexington Avenue),Queens,M10,CENTRAL AVENUE,0.6667
Central Ave.,Brooklyn,M10,CENTRAL AVENUE,1.1000
Central Avenue,Brooklyn,M10,CENTRAL AVENUE,1.1000
Chambers St./W. Broadway,Manhattan,A36,CHAMBERS STREET-8AV,0.8556
Chambers Street,Bronx,M21,CHAMBERS STREET,1.0000
Chambers Street,Manhattan,M21,CHAMBERS STREET,1.1000
"Chambers Street (from Sept. 10, 1932)",Manhattan,M21,CHAMBERS STREET,1.1000
Chambers Street (to 12/4/38),Manhattan,M21,CHAMBERS STREET,1.1000
Chambers/Brooklyn Bridge,Manhattan,640,BROOKLYN BRIDGE,0.8692
Chambers/World Trade Ctr./Park Pl.,Manhattan,E01,WORLD TRADE CENTER,0.7429
Charlton Street,Bronx,229,FULTON STREET,0.7857
Chatham Sq./2 Av. El (Closed 6/13/42),Manhattan,-1,CLOSED,1.0000
Chatham Sq./3 Av. El (Closed 5/11/55),Manhattan,-1,CLOSED,1.0000
Chatham Square,Queens,G22,COURT SQUARE,0.7923
Chauncey St.,Brooklyn,J28,CHAUNCEY STREET,1.1000
Chauncey Street,Manhattan,J28,CHAUNCEY STREET,1.0000
Chestnut Street,Brooklyn,J20,CRESCENT STREET,0.9000
Christopher St.,Manhattan,R26,RECTOR STREET,0.8097
"Christopher St., Sheridan Square",Bronx,133,CHRISTOPHER STREET-SHERIDAN SQUARE,1.0000
Christopher St./6 Av El (Closed 6/11/40),Manhattan,-1,CLOSED,1.0000
Christopher St/6 Av El (Closed 6/11/40),Manhattan,-1,CLOSED,1.0000
Christopher Street,Bronx,217,SIMPSON STREET,0.7250
Church Ave.,Brooklyn,244,CHURCH AVENUE,1.1000
Church Ave. (from 8/25/80),Brooklyn,244,CHURCH AVENUE,1.1000
Church Avenue,Brooklyn,244,CHURCH AVENUE,1.1000
"Church Avenue (from October 7, 1933)",Brooklyn,244,CHURCH AVENUE,1.1000
City College (137th St.),Manhattan,R24,CITY HALL,0.7667
City College (137th Street),Manhattan,R24,CITY HALL,0.7667
City Hall,Manhattan,R24,CITY HALL,1.1000
City Hall,Queens,R24,CITY HALL,1.0000
City Hall Terminal (Closed 12/31/45),Manhattan,-1,CLOSED,1.0000
City Hall/3 Av. El (Closed 12/31/53),Manhattan,-1,CLOSED,1.0000
City Hall/Broadway,Manhattan,R24,CITY HALL,0.7667
Claremont Parkway,Bronx,504,PELHAM PARKWAY,0.8097
Claremont Pkwy.,Bronx,504,PELHAM PARKWAY,0.8097
Clark St - Bklyn Heights,Brooklyn,231,CLARK STREET,0.7316
Clark St.,Brooklyn,231,CLARK STREET,1.1000
Clark Street,Bronx,231,CLARK STREET,1.0000
Clark Street (Brooklyn Heights),Brooklyn,231,CLARK STREET,1.1000
Classon Ave.,Brooklyn,G34,CLASSON AVENUE,1.1000
Classon Avenue,Brooklyn,G34,CLASSON AVENUE,1.1000
"Classon Avenue (from July 1, 1937)",Brooklyn,G34,CLASSON AVENUE,1.1000
Cleveland St.,Brooklyn,J22,CLEVELAND STREET,1.1000
Cleveland Street,Brooklyn,J22,CLEVELAND STREET,1.1000
Clifside Avenue (168th St.),Queens,A55,EUCLID AVENUE,0.7857
"Clinton-Washington Avenues (from April 9, 1936)",Brooklyn,A44,CLINTON-WASHINGTON AVENUES,1.1000
"Clinton-Washington Avenues (from July 1, 1937)",Brooklyn,A44,CLINTON-WASHINGTON AVENUES,1.1000
Clinton/Washington Aves.,Brooklyn,A44,CLINTON-WASHINGTON AVENUES,1.1000
Col. Univ. (116th St.),Manhattan,R25,CORTLANDT STREET,0.5000
Col. University (116th Street),Manhattan,R25,CORTLANDT STREET,0.5000
Columbus Circle,Manhattan,125,59TH STREET-COLUMBUS CIRCLE,0.8500
Columbus Circle (59th Street),Manhattan,125,59TH STREET-COLUMBUS CIRCLE,0.8500
"Cond. Coll. (incl. 40, 46, 52, 58, 65 Sts.)",Brooklyn,232,BOROUGH HALL,0.4810
Conductor Collections-Culver Line,Queens,707,JUNCTION BOULEVARD,0.5314
Cortelyou Rd.,Brooklyn,D30,CORTELYOU ROAD,1.1000
Cortelyou Road,Brooklyn,D30,CORTELYOU ROAD,1.1000
Cortlandt St./6 Av. El (Closed 6/11/40),Manhattan,-1,CLOSED,1.0000
Cortlandt St./Greenwich St.,Manhattan,138,CORTLANDT STREET-7AV,0.7897
Cortlandt St./Trinity Pl.,Manhattan,R25,CORTLANDT STREET,0.7957
Cortlandt Street,Bronx,R25,CORTLANDT STREET,1.0000
Cortlandt Street,Manhattan,R25,CORTLANDT STREET,1.1000
Cortlandt Street (to 12/4/38),Manhattan,R25,CORTLANDT STREET,1.1000
"Cortlandt-Nassau Street (from February 1, 1933)",Manhattan,R25,CORTLANDT STREET,0.9205
Court Square,Queens,G22,COURT SQUARE,1.1000
"Court Square (from August 19, 1933)",Brooklyn,G22,COURT SQUARE,1.0000
Court St./Borough Hall,Brooklyn,232,BOROUGH HALL,0.7486
Court St./Fulton El (Closed 5/31/40),Brooklyn,-1,CLOSED,1.0000
Court Street,Brooklyn,R28,COURT STREET,1.1000
Court Street,Manhattan,R28,COURT STREET,1.0000
Court Street (from 8/1/20),Manhattan,R28,COURT STREET,1.0000
"Court Street (from February 1, 1933)",Brooklyn,R28,COURT STREET,1.1000
Court/Schermerhorn (Closed 6/1/46),Brooklyn,-1,CLOSED,1.0000
Crescent St.,Brooklyn,J20,CRESCENT STREET,1.1000
Crescent Street,Brooklyn,J20,CRESCENT STREET,1.1000
Crescent Street (City Line),Brooklyn,J20,CRESCENT STREET,1.1000
Cumberland Street,Brooklyn,J22,CLEVELAND STREET,0.8879
Cypress Ave.,Bronx,617,CYPRESS AVENUE,1.1000
Cypress Avenue,Bronx,617,CYPRESS AVENUE,1.1000
Cypress Hills,Brooklyn,J19,CYPRESS HILLS,1.1000
De Kalb Avenue,Brooklyn,R30,DEKALB AVENUE,1.0630
De Kalb Avenue,Manhattan,R30,DEKALB AVENUE,0.9630
DeKalb Ave.,Brooklyn,R30,DEKALB AVENUE,1.1000
Dean St. (Closed 9/9/95),Brooklyn,-1,CLOSED,1.0000
Dean Street,Brooklyn,L12,GRAND STREET,0.8826
"Delancey Street (from January 1, 1936)",Manhattan,F15,DELANCEY STREET,1.1000
Delancey/Essex Sts.,Manhattan,F15,DELANCEY STREET,0.9108
Desbroses St./6Av El (Closed 6/11/40),Manhattan,-1,CLOSED,1.0000
Desbrosses St./6Av El (Closed 6/11/40),Manhattan,-1,CLOSED,1.0000
Desbrosses Street,Bronx,M18,ESSEX STREET,0.7586
Ditmars Avenue,Queens,F29,DITMAS AVENUE,0.9630
Ditmars Avenue (from 4/8/23),Brooklyn,F29,DITMAS AVENUE,1.0630
Ditmars Blvd-Astoria,Queens,R01,DITMARS BOULEVARD-ASTORIA,1.1000
Ditmars Blvd.,Queens,R01,DITMARS BOULEVARD-ASTORIA,0.9095
Ditmars Boulevard,Brooklyn,R01,DITMARS BOULEVARD-ASTORIA,0.8095
Ditmas Ave.,Brooklyn,F29,DITMAS AVENUE,1.1000
Ditmas Avenue,Brooklyn,F29,DITMAS AVENUE,1.1000
Duffald Street,Brooklyn,L12,GRAND STREET,0.7923
Duffield St./Fulton El (Closed 5/31/40),Brooklyn,-1,CLOSED,1.0000
Duffield Street,Brooklyn,R32,UNION STREET,0.7667
Dyckman St.,Manhattan,A03,DYCKMAN STREET-8AV,0.9750
Dyckman St./200 St.,Manhattan,A03,DYCKMAN STREET-8AV,0.7977
Dyckman Street,Manhattan,A03,DYCKMAN STREET-8AV,0.9750
"Dyckman Street (from Sept. 10, 1932)",Manhattan,A03,DYCKMAN STREET-8AV,0.9750
Dyre Ave.,Bronx,501,DYRE AVENUE,1.1000
E. 105 St.,Brooklyn,L28,EAST 105TH STREET,0.9889
E. 143 St.,Bronx,616,143RD STREET,1.0091
E. 149 St.,Bronx,615,EAST 149TH STREET,0.9889
E. 177 St./Parkchester,Bronx,608,177TH STREET-PARKCHESTER,1.0565
E. 180 St.,Bronx,213,EAST 180TH STREET,0.9889
E. 219th Street,Bronx,201,EAST 241ST STREET,0.9148
E. 225th Street,Bronx,206,EAST 225TH STREET,0.9889
E. 233d Street,Bronx,205,EAST 233RD STREET,0.9889
E. 238th Street,Bronx,204,EAST 238TH STREET,0.9889
E. 241st Street (from 12/13/80),Bronx,201,EAST 241ST STREET,0.9889
E. Tremont Ave.,Bronx,D07,TREMONT AVENUE,1.0333
East 105th Street,Brooklyn,L28,EAST 105TH STREET,1.1000
East 143d Street,Bronx,615,EAST 149TH STREET,1.0333
East 149th Street,Bronx,615,EAST 149TH STREET,1.1000
East 177th St. (from 6/30/20),Bronx,213,EAST 180TH STREET,0.9667
East 177th Street,Bronx,213,EAST 180TH STREET,0.9667
East 180th Street,Bronx,213,EAST 180TH STREET,1.1000
East 219th Street,Bronx,201,EAST 241ST STREET,1.0333
East 228th Street,Bronx,206,EAST 225TH STREET,1.0333
East 241st Street,Bronx,201,EAST 241ST STREET,1.1000
East Broadway,Manhattan,F16,EAST BROADWAY,1.1000
"East Broadway (from January 1, 1936)",Manhattan,F16,EAST BROADWAY,1.1000
East NY/E. Pkwy (IND Opened 12/46),Brooklyn,238,EASTERN PARKWAY,0.9125
East NY/E. Pkwy. (IND Opened 12/46),Brooklyn,238,EASTERN PARKWAY,0.9125
Eastern Parkway,Brooklyn,238,EASTERN PARKWAY,1.1000
Eastern Parkway (Brooklyn Museum),Brooklyn,238,EASTERN PARKWAY,1.1000
Eastern Parkway (from 10/3/80),Brooklyn,238,EASTERN PARKWAY,1.1000
Eastern Pkwy.,Brooklyn,238,EASTERN PARKWAY,1.1000
Elder Ave.,Bronx,611,ELDER AVENUE,1.1000
Elder Ave. (from 6/30/20),Bronx,611,ELDER AVENUE,1.1000
Elder Avenue,Bronx,611,ELDER AVENUE,1.1000
Elderts Lane,Brooklyn,611,ELDER AVENUE,0.7500
Elderts Lane,Queens,J17,75TH STREET-ELDERTS LANE,0.8059
Elm Place,Brooklyn,S03,PARK PLACE,0.7316
Elm Place/Fulton El (Closed 5/31/40),Brooklyn,-1,CLOSED,1.0000
Elmhurst Ave.,Queens,G13,ELMHURST AVENUE,1.1000
Elmhurst Avenue,Queens,G13,ELMHURST AVENUE,1.1000
"Elmhurst Avenue (from December 31, 1936)",Manhattan,G13,ELMHURST AVENUE,1.0000
Essex Street,Manhattan,M18,ESSEX STREET,1.1000
Euclid Ave. (Opened 11/28/48),Brooklyn,A55,EUCLID AVENUE,1.1000
Far Rockaway (Opened 1/16/58),Queens,H11,MOTT AVENUE-FAR ROCKAWAY,0.7667
Fifth Avenue,Manhattan,F12,FIFTH AVENUE-53ST,0.9889
Fifth Avenue,Queens,F12,FIFTH AVENUE-53ST,0.8889
Fifth Avenue (from 8/22/86),Queens,F12,FIFTH AVENUE-53ST,0.8889
"Fifth Avenue (from August 19, 1933)",Queens,F12,FIFTH AVENUE-53ST,0.8889
Fisk Avenue,Queens,M05,FOREST AVENUE,0.8500
Flatbush Ave.,Brooklyn,247,FLATBUSH AVENUE,1.1000
Flatbush Ave. (from 8/25/80),Brooklyn,247,FLATBUSH AVENUE,1.1000
Flatbush Ave./Flin El (Closed 5/31/40),Brooklyn,-1,CLOSED,1.0000
Flatbush Ave./Ftn El (Closed 5/31/40),Brooklyn,-1,CLOSED,1.0000
Flatbush Avenue,Brooklyn,247,FLATBUSH AVENUE,1.1000
Flatlands,Brooklyn,247,FLATBUSH AVENUE,0.6000
Flushing Ave.,Brooklyn,G31,FLUSHING AVENUE,1.1000
Flushing Avenue,Brooklyn,G31,FLUSHING AVENUE,1.1000
"Flushing Avenue (from July 1, 1937)",Brooklyn,G31,FLUSHING AVENUE,1.1000
Fordham Rd.,Bronx,407,FORDHAM ROAD,1.1000
Fordham Rd. (Fordham Univ.),Bronx,407,FORDHAM ROAD,1.1000
Fordham Road,Bronx,407,FORDHAM ROAD,1.1000
Forest Ave.,Brooklyn,M05,FOREST AVENUE,1.0000
Forest Avenue,Brooklyn,M05,FOREST AVENUE,1.0000
Forest Avenue (Madison Bl.),Brooklyn,M05,FOREST AVENUE,1.0000
Forest Parkway,Brooklyn,238,EASTERN PARKWAY,0.8586
Forest Pkwy.,Queens,J16,85TH ST-FOREST PKWY,0.8368
Fort Hamilton Parkway,Brooklyn,N03,FORT HAMILTON PARKWAY,1.1000
"Fort Hamilton Parkway (from October 7, 1933)",Brooklyn,N03,FORT HAMILTON PARKWAY,1.1000
Fort Hamilton Pkwy.,Brooklyn,N03,FORT HAMILTON PARKWAY,1.1000
"Fourth Avenue (from October 7, 1933)",Brooklyn,244,CHURCH AVENUE,0.8692
Franklin Ave.,Brooklyn,239,FRANKLIN  AVENUE,1.1000
Franklin Ave. (from 8/13/80),Brooklyn,239,FRANKLIN  AVENUE,1.1000
Franklin Avenue,Brooklyn,239,FRANKLIN  AVENUE,1.1000
"Franklin Avenue (from April 9, 1936)",Brooklyn,239,FRANKLIN  AVENUE,1.1000
Franklin Pkwy.,Brooklyn,N03,FORT HAMILTON PARKWAY,0.8027
Franklin Sq./3 Av. El (Closed 12/22/50),Manhattan,-1,CLOSED,1.0000
Franklin Square,Queens,239,FRANKLIN  AVENUE,0.7333
Franklin St.,Manhattan,136,FRANKLIN STREET-7AV,0.8692
Franklin St./3 Av. El (Closed 12/22/50),Manhattan,-1,CLOSED,1.0000
Franklin St./6 Av. El (Closed 6/11/40),Manhattan,-1,CLOSED,1.0000
Franklin Street,Bronx,216,FREEMAN STREET,0.8586
Franklin Street (to 12/4/38),Manhattan,136,FRANKLIN STREET-7AV,0.8692
Freedom Avenue (111 St.),Brooklyn,L08,BEDFORD AVENUE,0.8143
Freeman St.,Bronx,216,FREEMAN STREET,1.1000
Freeman Street,Bronx,216,FREEMAN STREET,1.1000
Fresh Pond,Brooklyn,M04,FRESH POND ROAD,0.8000
Fresh Pond Rd.,Brooklyn,M04,FRESH POND ROAD,1.0000
Fresh Pond Road,Brooklyn,M04,FRESH POND ROAD,1.0000
Ft. Hamilton Avenue (also 15th Avenue),Brooklyn,N03,FORT HAMILTON PARKWAY,0.8317
Ft. Hamilton P'kway,Brooklyn,N03,FORT HAMILTON PARKWAY,1.0500
Ft. Hamilton Pkwy.,Brooklyn,N03,FORT HAMILTON PARKWAY,1.1000
Fulton & William Streets,Bronx,229,FULTON STREET,0.7429
Fulton St.,Brooklyn,G36,FULTON STREET,1.1000
Fulton St./3 Av. El (Closed 12/22/50),Manhattan,-1,CLOSED,1.0000
Fulton St./5 Av. El (Closed 5/31/40),Brooklyn,-1,CLOSED,1.0000
Fulton St./6 Av. El (Closed 6/11/40),Manhattan,-1,CLOSED,1.0000
Fulton St./Broadway-Nassau,Manhattan,126,50TH STREET-BWAY,0.7809
Fulton Street,Bronx,229,FULTON STREET,1.0000
Fulton Street,Manhattan,229,FULTON STREET,1.1000
Fulton Street,Queens,229,FULTON STREET,1.0000
Fulton Street & Broadway,Manhattan,126,50TH STREET-BWAY,0.9000
Gates Ave.,Brooklyn,J30,GATES AVENUE,1.1000
Gates Avenue,Manhattan,J30,GATES AVENUE,1.0000
Graham Ave.,Brooklyn,L11,GRAHAM AVENUE,1.1000
Graham Avenue,Brooklyn,L11,GRAHAM AVENUE,1.1000
Grand Army Plaza,Brooklyn,237,GRAND ARMY PLAZA,1.1000
Grand Army Plaza (Prosp. Park Plaza),Brooklyn,237,GRAND ARMY PLAZA,1.1000
Grand Ave.,Queens,A57,GRANT AVENUE,0.9167
Grand Avenue,Brooklyn,A57,GRANT AVENUE,1.0167
Grand Avenue,Queens,A57,GRANT AVENUE,0.9167
Grand Avenue (Closed 1/21/53),Brooklyn,-1,CLOSED,1.0000
Grand Avenue (from 4/8/23),Brooklyn,A57,GRANT AVENUE,1.0167
